Date,Expenses,Category,Amount,Municipality,Province,Region,ID
11-17-2021,Magazines/Newspapers/Books,Optional,190,Quezon City,Metro Manila,National Capital Region,E2021-474
11-17-2021,Transportation,Survival,65,Quezon City,Metro Manila,National Capital Region,E2021-475
11-18-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-476
11-19-2021,Grocery,Survival,512.1,Quezon City,Metro Manila,National Capital Region,E2021-477
11-19-2021,Others,Optional,31.48,Quezon City,Metro Manila,National Capital Region,E2021-478
11-19-2021,Transportation,Survival,20,Quezon City,Metro Manila,National Capital Region,E2021-479
11-20-2021,Debt repayment,Obligation,3.35,Quezon City,Metro Manila,National Capital Region,E2021-480
11-21-2021,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2021-481
11-22-2021,Home,Optional,500,Pontevedra,Capiz,Western Visayas,E2021-482
11-22-2021,Food/Drinks,Survival,40,Quezon City,Metro Manila,National Capital Region,E2021-483
11-24-2021,Grocery,Survival,335.68,Quezon City,Metro Manila,National Capital Region,E2021-484
11-24-2021,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2021-485
11-26-2021,Others,Optional,725,Quezon City,Metro Manila,National Capital Region,E2021-486
11-27-2021,Apartment,Obligation,1000,Quezon City,Metro Manila,National Capital Region,E2021-487
11-27-2021,Electricity/Water,Obligation,390,Quezon City,Metro Manila,National Capital Region,E2021-488
11-28-2021,Debt repayment,Obligation,2300,Quezon City,Metro Manila,National Capital Region,E2021-489
11-28-2021,Grocery,Survival,367.43,Quezon City,Metro Manila,National Capital Region,E2021-490
11-29-2021,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2021-491
11-29-2021,Debt repayment,Obligation,1670,Makati City,Metro Manila,National Capital Region,E2021-492
11-29-2021,Grocery,Survival,629.1,Quezon City,Metro Manila,National Capital Region,E2021-493
11-29-2021,Transportation,Survival,110,Quezon City,Metro Manila,National Capital Region,E2021-494
11-29-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-495
11-29-2021,Transportation,Survival,55,Quezon City,Metro Manila,National Capital Region,E2021-496
11-30-2021,Food/Drinks,Optional,137,Quezon City,Metro Manila,National Capital Region,E2021-497
12-2-2021,Garbage,Obligation,10,Quezon City,Metro Manila,National Capital Region,E2021-498
12-3-2021,Food/Drinks,Survival,130,Quezon City,Metro Manila,National Capital Region,E2021-499
12-4-2021,Debt repayment,Obligation,72.5,Quezon City,Metro Manila,National Capital Region,E2021-500
12-5-2021,Home,Obligation,3500,Pontevedra,Capiz,Western Visayas,E2021-501
12-5-2021,Food/Drinks,Survival,148,Quezon City,Metro Manila,National Capital Region,E2021-502
12-5-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-503
12-7-2021,Grocery,Survival,600.96,Quezon City,Metro Manila,National Capital Region,E2021-504
12-7-2021,Home,Obligation,300,Pontevedra,Capiz,Western Visayas,E2021-505
12-7-2021,Transportation,Survival,55,Quezon City,Metro Manila,National Capital Region,E2021-506
12-9-2021,Food/Drinks,Survival,70,Quezon City,Metro Manila,National Capital Region,E2021-507
12-9-2021,Garbage,Obligation,10,Quezon City,Metro Manila,National Capital Region,E2021-508
12-10-2021,Grocery,Survival,344.35,Quezon City,Metro Manila,National Capital Region,E2021-509
12-10-2021,Transportation,Survival,35,Quezon City,Metro Manila,National Capital Region,E2021-510
12-11-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-511
12-13-2021,Clothing/Shoes/Personal Items,Optional,1000,Quezon City,Metro Manila,National Capital Region,E2021-512
12-14-2021,Home,Obligation,5500,Pontevedra,Capiz,Western Visayas,E2021-513
12-14-2021,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2021-514
12-14-2021,Debt repayment,Obligation,2284.67,Quezon City,Metro Manila,National Capital Region,E2021-515
12-14-2021,Debt repayment,Obligation,1500,Makati City,Metro Manila,National Capital Region,E2021-516
12-14-2021,Pension Fund,Obligation,1300,Makati City,Metro Manila,National Capital Region,E2021-517
12-14-2021,Debt repayment,Obligation,1150,Quezon City,Metro Manila,National Capital Region,E2021-518
12-14-2021,Others,Optional,461.5,Quezon City,Metro Manila,National Capital Region,E2021-519
12-14-2021,Grocery,Survival,270.51,Quezon City,Metro Manila,National Capital Region,E2021-520
12-14-2021,Transportation,Survival,55,Quezon City,Metro Manila,National Capital Region,E2021-521
12-15-2021,Transportation,Optional,470,Manila City,Metro Manila,National Capital Region,E2021-522
12-15-2021,Electricity/Water,Obligation,450,Quezon City,Metro Manila,National Capital Region,E2021-523
12-15-2021,Others,Optional,250,Quezon City,Metro Manila,National Capital Region,E2021-524
12-15-2021,Others,Optional,250,Jamindan,Capiz,Western Visayas,E2021-525
12-15-2021,Food/Drinks,Survival,135,Manila City,Metro Manila,National Capital Region,E2021-526
12-15-2021,Home,Optional,100,Quezon City,Metro Manila,National Capital Region,E2021-527
12-15-2021,Bank fees,Obligation,26,Quezon City,Metro Manila,National Capital Region,E2021-528
12-15-2021,Bank fees,Optional,15,Quezon City,Metro Manila,National Capital Region,E2021-529
12-17-2021,Food/Drinks,Survival,40,Quezon City,Metro Manila,National Capital Region,E2021-530
12-18-2021,Grocery,Survival,562.25,Quezon City,Metro Manila,National Capital Region,E2021-531
12-18-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-532
12-18-2021,Personal care items (drugstore),Survival,42.5,Quezon City,Metro Manila,National Capital Region,E2021-533
12-18-2021,Transportation,Survival,35,Quezon City,Metro Manila,National Capital Region,E2021-534
12-20-2021,Others,Optional,286,Quezon City,Metro Manila,National Capital Region,E2021-535
12-20-2021,Debt repayment,Obligation,10.01,Quezon City,Metro Manila,National Capital Region,E2021-536
12-21-2021,Grocery,Survival,538.25,Quezon City,Metro Manila,National Capital Region,E2021-537
12-21-2021,Transportation,Survival,35,Quezon City,Metro Manila,National Capital Region,E2021-538
12-22-2021,Health Insurance,Optional,125,Quezon City,Metro Manila,National Capital Region,E2021-539
12-22-2021,Others,Optional,50,Quezon City,Metro Manila,National Capital Region,E2021-540
12-26-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-541
12-27-2021,Apartment,Obligation,3000,Quezon City,Metro Manila,National Capital Region,E2021-542
12-27-2021,Eating/Going Out,Optional,194,Quezon City,Metro Manila,National Capital Region,E2021-543
12-27-2021,Transportation,Survival,55,Quezon City,Metro Manila,National Capital Region,E2021-544
12-28-2021,Grocery,Survival,4985.05,Roxas City,Capiz,Western Visayas,E2021-545
12-28-2021,Home,Obligation,3810,Roxas City,Capiz,Western Visayas,E2021-546
12-28-2021,Transportation,Survival,694,Quezon City,Metro Manila,National Capital Region,E2021-547
12-29-2021,Debt repayment,Obligation,3600,Pontevedra,Capiz,Western Visayas,E2022-1
12-29-2021,Bank fees,Obligation,10,Pontevedra,Capiz,Western Visayas,E2022-2
12-30-2021,Home,Optional,3500,Pontevedra,Capiz,Western Visayas,E2022-3
12-30-2021,Phone/Internet,Optional,199,Pontevedra,Capiz,Western Visayas,E2022-4
1-5-2022,Phone/Internet,Optional,99,Pontevedra,Capiz,Western Visayas,E2022-5
1-5-2022,Phone/Internet,Optional,1337.78,Pontevedra,Capiz,Western Visayas,E2022-6
1-5-2022,Debt repayment,Obligation,209.75,Pontevedra,Capiz,Western Visayas,E2022-7
1-5-2022,Eating/Going Out,Optional,753,President Roxas,Capiz,Western Visayas,E2022-8
1-7-2022,Home,Obligation,200,Pontevedra,Capiz,Western Visayas,E2022-9
1-9-2022,Phone/Internet,Optional,199,Pontevedra,Capiz,Western Visayas,E2022-10
1-11-2022,Others,Optional,2000,Pontevedra,Capiz,Western Visayas,E2022-11
1-11-2022,Bank fees,Obligation,15,Pontevedra,Capiz,Western Visayas,E2022-12
1-15-2022,Debt repayment,Obligation,2350,Makati City,Metro Manila,National Capital Region,E2022-13
1-15-2022,Pension Fund,Obligation,1300,Makati City,Metro Manila,National Capital Region,E2022-14
1-15-2022,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2022-15
1-15-2022,Debt repayment,Obligation,389.25,Pontevedra,Capiz,Western Visayas,E2022-16
1-15-2022,Debt repayment,Obligation,2284.67,Pontevedra,Capiz,Western Visayas,E2022-17
1-15-2022,Bank fees,Optional,10,Pontevedra,Capiz,Western Visayas,E2022-18
1-16-2022,Phone/Internet,Optional,199,Pontevedra,Capiz,Western Visayas,E2022-19
1-17-2022,Bank fees,Obligation,25,Pontevedra,Capiz,Western Visayas,E2022-20
1-19-2022,Health Insurance,Obligation,900,Makati City,Metro Manila,National Capital Region,E2022-21
1-20-2022,Debt repayment,Obligation,16.22,Pontevedra,Capiz,Western Visayas,E2022-22
1-23-2022,Phone/Internet,Optional,199,Pontevedra,Capiz,Western Visayas,E2022-23
1-23-2022,Apartment,Obligation,1000,Quezon City,Metro Manila,National Capital Region,E2022-24
1-25-2022,Transportation,Survival,310,Roxas City,Capiz,Western Visayas,E2022-25
1-25-2022,Grocery,Survival,1070.5,Roxas City,Capiz,Western Visayas,E2022-26
1-25-2022,Electricity/Water,Obligation,1000,Pontevedra,Capiz,Western Visayas,E2022-27
1-25-2022,Phone/Internet,Optional,50,Roxas City,Capiz,Western Visayas,E2022-28
1-29-2022,Bank fees,Optional,10,Pontevedra,Capiz,Western Visayas,E2022-29
1-29-2022,Debt repayment,Obligation,3480,Pontevedra,Capiz,Western Visayas,E2022-30
1-29-2022,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2022-31
1-29-2022,Others,Unexpected,250,Quezon City,Metro Manila,National Capital Region,E2022-32
1-30-2022,Phone/Internet,Optional,199,Pontevedra,Capiz,Western Visayas,E2022-33
2-6-2022,Phone/Internet,Optional,199,Pontevedra,Capiz,Western Visayas,E2022-34
2-6-2022,Bank fees,Optional,15,Pontevedra,Capiz,Western Visayas,E2022-35
2-6-2022,Home,Optional,2000,Pontevedra,Capiz,Western Visayas,E2022-36
2-7-2022,Home,Obligation,300,Pontevedra,Capiz,Western Visayas,E2022-37
2-12-2022,Bank fees,Optional,15,Pontevedra,Capiz,Western Visayas,E2022-38
2-13-2022,Home,Obligation,4500,Pontevedra,Capiz,Western Visayas,E2022-39
2-14-2022,Debt repayment,Obligation,2284.67,Pontevedra,Capiz,Western Visayas,E2022-40
2-14-2022,Debt repayment,Obligation,2350,Makati City,Metro Manila,National Capital Region,E2022-41
2-14-2022,Apartment,Obligation,1000,Quezon City,Metro Manila,National Capital Region,E2022-42
2-14-2022,Pension Fund,Obligation,1300,Makati City,Metro Manila,National Capital Region,E2022-43
2-14-2022,Bank fees,Optional,10,Pontevedra,Capiz,Western Visayas,E2022-44
2-17-2022,Phone/Internet,Optional,199,Pontevedra,Capiz,Western Visayas,E2022-45
2-17-2022,Home,Obligation,1000,Pontevedra,Capiz,Western Visayas,E2022-46
2-17-2022,Others,Unexpected,1000,Pontevedra,Capiz,Western Visayas,E2022-47
2-22-2022,Phone/Internet,Optional,199,Pontevedra,Capiz,Western Visayas,E2022-48
2-22-2022,Health Insurance,Optional,125,Pontevedra,Capiz,Western Visayas,E2022-49
2-23-2022,Home,Obligation,1000,Pontevedra,Capiz,Western Visayas,E2022-50
2-28-2022,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2022-51
2-28-2022,Others,Optional,800,Pontevedra,Capiz,Western Visayas,E2022-52
2-28-2022,Bank fees,Optional,15,Pontevedra,Capiz,Western Visayas,E2022-53
2-28-2022,Phone/Internet,Optional,1000,Pontevedra,Capiz,Western Visayas,E2022-54
2-28-2022,Others,Optional,500,Pontevedra,Capiz,Western Visayas,E2022-55
3-1-2022,Debt repayment,Obligation,2350,Makati City,Metro Manila,National Capital Region,E2022-56
3-1-2022,Debt repayment,Obligation,1130,Pontevedra,Capiz,Western Visayas,E2022-57
3-1-2022,Bank fees,Optional,15,Pontevedra,Capiz,Western Visayas,E2022-58
3-1-2022,Hair Cut,Optional,200,Pontevedra,Capiz,Western Visayas,E2022-59
3-8-2022,Food/Drinks,Optional,1000,Pontevedra,Capiz,Western Visayas,E2022-60
3-8-2022,Bank fees,Optional,25,Pontevedra,Capiz,Western Visayas,E2022-61
3-10-2022,Home,Optional,215,Pontevedra,Capiz,Western Visayas,E2022-62
3-14-2022,Bank fees,Optional,40,Pontevedra,Capiz,Western Visayas,E2022-63
3-15-2022,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2022-64
3-15-2022,Debt repayment,Obligation,1700,Makati City,Metro Manila,National Capital Region,E2022-65
3-15-2022,Pension Fund,Obligation,1300,Pontevedra,Capiz,Western Visayas,E2022-66
3-15-2022,Debt repayment,Obligation,43.9,Pontevedra,Capiz,Western Visayas,E2022-67
3-15-2022,Eating/Going Out,Optional,3000,Pontevedra,Capiz,Western Visayas,E2022-68
3-22-2022,Home,Obligation,2500,Pontevedra,Capiz,Western Visayas,E2022-69
3-22-2022,Bank fees,Optional,15,Pontevedra,Capiz,Western Visayas,E2022-70
3-24-2022,Phone/Internet,Optional,20,Pontevedra,Capiz,Western Visayas,E2022-71
3-31-2022,Apartment,Obligation,1000,Quezon City,Metro Manila,National Capital Region,E2022-72
3-31-2022,Debt repayment,Obligation,2284.67,Pontevedra,Capiz,Western Visayas,E2022-73
3-31-2022,Home,Obligation,2000,Pontevedra,Capiz,Western Visayas,E2022-74
3-30-2022,Eating/Going Out,Optional,700,Roxas City,Capiz,Western Visayas,E2022-75
3-31-2022,Phone/Internet,Optional,199,Pontevedra,Capiz,Western Visayas,E2022-76
3-31-2022,Bank fees,Optional,10,Pontevedra,Capiz,Western Visayas,E2022-77
3-31-2022,Bank fees,Optional,10,Pontevedra,Capiz,Western Visayas,E2022-78
4-1-2022,Bank fees,Optional,25,Pontevedra,Capiz,Western Visayas,E2022-79
4-3-2022,Bank fees,Unexpected,525,Pontevedra,Capiz,Western Visayas,E2022-80
4-4-2022,Home,Obligation,2000,Pontevedra,Capiz,Western Visayas,E2022-81
4-6-2022,Phone/Internet,Optional,199,Pontevedra,Capiz,Western Visayas,E2022-82
4-8-2022,Phone/Internet,Optional,499,Pontevedra,Capiz,Western Visayas,E2022-83
4-10-2022,Home,Obligation,200,Pontevedra,Capiz,Western Visayas,E2022-84
4-15-2022,Debt repayment,Obligation,3150,Pontevedra,Capiz,Western Visayas,E2022-85
4-15-2022,Bank fees,Optional,45,Pontevedra,Capiz,Western Visayas,E2022-86
4-15-2022,Grocery,Survival,2264.75,Roxas City,Capiz,Western Visayas,E2022-87
4-15-2022,Phone/Internet,Optional,740,Makati City,Metro Manila,National Capital Region,E2022-88
4-15-2022,Pension Fund,Obligation,1300,Makati City,Metro Manila,National Capital Region,E2022-89
4-15-2022,Health Insurance,Obligation,900,Makati City,Metro Manila,National Capital Region,E2022-90
4-15-2022,Health Insurance,Obligation,125,Pontevedra,Capiz,Western Visayas,E2022-91
4-15-2022,Debt repayment,Obligation,1700,Makati City,Metro Manila,Western Visayas,E2022-92
4-19-2022,Phone/Internet,Unexpected,299,Pontevedra,Capiz,Western Visayas,E2022-93
4-26-2022,Food/Drinks,Optional,500,President Roxas,Capiz,Western Visayas,E2022-94
4-29-2022,Debt repayment,Obligation,2284.67,Pontevedra,Capiz,Western Visayas,E2022-95
4-30-2022,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2022-96
4-30-2022,Apartment,Obligation,1000,Quezon City,Metro Manila,National Capital Region,E2022-97
4-30-2022,Bank fees,Optional,15,Pontevedra,Capiz,Western Visayas,E2022-98
5-4-2022,Bank fees,Optional,18,Roxas City,Capiz,Western Visayas,E2022-99
5-10-2022,Home,Optional,1300,Pilar,Capiz,Western Visayas,E2022-100
5-11-2022,Home,Obligation,200,Pontevedra,Capiz,Western Visayas,E2022-101
5-12-2022,Healthcare,Unexpected,1000,Roxas City,Capiz,Western Visayas,E2022-102
5-13-2022,Phone/Internet,Optional,299,Pontevedra,Capiz,Western Visayas,E2022-103
5-15-2022,Debt repayment,Obligation,1700,Pontevedra,Capiz,Western Visayas,E2022-104
5-15-2022,Debt repayment,Obligation,3150,Pontevedra,Capiz,Western Visayas,E2022-105
5-15-2022,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2022-106
5-15-2022,Pension Fund,Obligation,1300,Makati City,Metro Manila,National Capital Region,E2022-107
5-18-2022,Eating/Going Out,Unexpected,1000,Pilar,Capiz,Western Visayas,E2022-108
5-19-2022,Phone/Internet,Optional,299,Pontevedra,Capiz,Western Visayas,E2022-109
5-20-2022,Phone/Internet,Optional,499,Pontevedra,Capiz,Western Visayas,E2022-110
5-31-2022,Electricity/Water,Obligation,1000,Pontevedra,Capiz,Western Visayas,E2022-111
5-31-2022,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2022-112
5-31-2022,Food/Drinks,Optional,500,Pontevedra,Capiz,Western Visayas,E2022-113
5-31-2022,Phone/Internet,Optional,100,Pontevedra,Capiz,Western Visayas,E2022-114
5-31-2022,Debt repayment,Obligation,2284.67,Pontevedra,Capiz,Western Visayas,E2022-115
5-31-2022,Apartment,Obligation,1000,Quezon City,Metro Manila,National Capital Region,E2022-116
5-31-2022,Debt repayment,Obligation,7225.01,Makati City,Metro Manila,National Capital Region,E2022-117
6-11-2022,Home,Optional,215,Pontevedra,Capiz,Western Visayas,E2022-117
6-15-2022,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2022-118
6-15-2022,Debt repayment,Obligation,3150,Pontevedra,Capiz,Western Visayas,E2022-119
6-15-2022,Health Insurance,Optional,125,Pontevedra,Capiz,Western Visayas,E2022-120
6-15-2022,Pension Fund,Obligation,1300,Pontevedra,Capiz,Western Visayas,E2022-121
6-15-2022,Phone/Internet,Optional,549,Pontevedra,Capiz,Western Visayas,E2022-122
6-23-2022,Home,Optional,2020,Pontevedra,Capiz,Western Visayas,E2022-123
6-28-2022,Phone/Internet,Optional,50,Roxas City,Capiz,Western Visayas,E2022-126
6-28-2022,Electricity/Water,Obligation,1500,Pontevedra,Capiz,Western Visayas,E2022-127
6-30-2022,Debt repayment,Obligation,2284.67,Pontevedra,Capiz,Western Visayas,E2022-124
6-30-2022,Bank fees,Optional,30,Pontevedra,Capiz,Western Visayas,E2022-125
6-30-2022,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2022-128
6-30-2022,Apartment,Obligation,1000,Quezon City,Metro Manila,National Capital Region,E2022-129
7-5-2022,Phone/Internet,Optional,66,Pontevedra,Capiz,Western Visayas,E2022-133
7-6-2022,Phone/Internet,Optional,50,President Roxas,Capiz,Western Visayas,E2022-130
7-6-2022,Food/Drinks,Optional,1100,Pontevedra,Capiz,Western Visayas,E2022-131
7-12-2022,Transportation,Survival,190,Roxas City,Capiz,Western Visayas,E2022-132
7-12-2022,Cable,Optional,300,Pontevedra,Capiz,Western Visayas,E2022-134
7-14-2022,Phone/Internet,Optional,179,Pontevedra,Capiz,Western Visayas,E2022-135
7-15-2022,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2022-136
7-15-2022,SSS,Obligation,1300,Makati City,Metro Manila,National Capital Region,E2022-137
7-15-2022,PhilHealth,Obligation,1200,Makati City,Metro Manila,National Capital Region,E2022-138
7-15-2022,Debt repayment,Obligation,2284.67,Pontevedra,Capiz,Western Visayas,E2022-139
7-15-2022,Debt repayment,Obligation,3149.14,Pontevedra,Capiz,Western Visayas,E2022-140
7-20-2022,Bank fees,Optional,10,Pontevedra,Capiz,Western Visayas,E2022-141
7-23-2022,Food/Drinks,Optional,2000,Pontevedra,Capiz,Western Visayas,E2022-142
7-25-2022,Electricity/Water,Obligation,1000,Pontevedra,Capiz,Western Visayas,E2022-143
7-25-2022,Grocery,Survival,1000,Pontevedra,Capiz,Western Visayas,E2022-144
7-29-2022,Bank fees,Optional,25,Pontevedra,Capiz,Western Visayas,E2022-145
7-29-2022,Credit Card,Obligation,8124.25,Makati City,Metro Manila,National Capital Region,E2022-146
7-29-2022,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2022-147
7-29-2022,Apartment,Obligation,1000,Quezon City,Metro Manila,National Capital Region,E2022-148
