Date,Expenses,Category,Amount,Municipality,Province,Region,ID
7-26-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-304
7-27-2020,Food/Drinks,Survival,46,Quezon City,Metro Manila,National Capital Region,E2020-305
7-28-2020,Transportation,Survival,450.11,Quezon City,Metro Manila,National Capital Region,E2020-306
7-28-2020,Food/Drinks,Survival,89,Quezon City,Metro Manila,National Capital Region,E2020-307
7-29-2020,Food/Drinks,Survival,39,Quezon City,Metro Manila,National Capital Region,E2020-308
7-29-2020,Food/Drinks,Survival,45,Quezon City,Metro Manila,National Capital Region,E2020-309
7-31-2020,Food/Drinks,Survival,174,Quezon City,Metro Manila,National Capital Region,E2020-310
8-1-2020,Grocery,Survival,946,Quezon City,Metro Manila,National Capital Region,E2020-311
8-1-2020,Transportation,Survival,26,Quezon City,Metro Manila,National Capital Region,E2020-312
8-2-2020,Phone/Internet,Optional,199,Quezon City,Metro Manila,National Capital Region,E2020-313
8-3-2020,Electricity/Water,Obligation,257.58,Quezon City,Metro Manila,National Capital Region,E2020-314
8-3-2020,Food/Drinks,Optional,30,Quezon City,Metro Manila,National Capital Region,E2020-315
8-5-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-316
8-7-2020,Food/Drinks,Survival,30,Quezon City,Metro Manila,National Capital Region,E2020-317
8-8-2020,Grocery,Survival,265.53,Quezon City,Metro Manila,National Capital Region,E2020-318
8-8-2020,Food/Drinks,Survival,30,Quezon City,Metro Manila,National Capital Region,E2020-319
8-10-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-320
8-11-2020,Food/Drinks,Survival,30,Quezon City,Metro Manila,National Capital Region,E2020-321
8-12-2020,Food/Drinks,Survival,30,Quezon City,Metro Manila,National Capital Region,E2020-322
8-12-2020,Food/Drinks,Survival,85,Quezon City,Metro Manila,National Capital Region,E2020-323
8-12-2020,Food/Drinks,Optional,10,Quezon City,Metro Manila,National Capital Region,E2020-324
8-13-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-325
8-15-2020,Grocery,Survival,744,Quezon City,Metro Manila,National Capital Region,E2020-326
8-15-2020,Phone/Internet,Optional,199,Quezon City,Metro Manila,National Capital Region,E2020-327
8-16-2020,Apartment,Obligation,3000,Quezon City,Metro Manila,National Capital Region,E2020-328
8-16-2020,Electricity/Water,Obligation,350,Quezon City,Metro Manila,National Capital Region,E2020-329
8-18-2020,Food/Drinks,Survival,120,Quezon City,Metro Manila,National Capital Region,E2020-330
8-18-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-331
8-21-2020,Food/Drinks,Survival,175,Quezon City,Metro Manila,National Capital Region,E2020-332
8-22-2020,Grocery,Survival,909.73,Quezon City,Metro Manila,National Capital Region,E2020-333
8-22-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-334
8-26-2020,Grocery,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-335
8-27-2020,Garbage,Obligation,20,Quezon City,Metro Manila,National Capital Region,E2020-336
8-28-2020,Electricity/Water,Obligation,148.68,Quezon City,Metro Manila,National Capital Region,E2020-337
8-29-2020,Grocery,Survival,826.42,Quezon City,Metro Manila,National Capital Region,E2020-338
8-29-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-339
8-29-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-340
9-2-2020,Food/Drinks,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-341
9-3-2020,Food/Drinks,Survival,30,Quezon City,Metro Manila,National Capital Region,E2020-342
9-3-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-343
9-5-2020,Grocery,Survival,616.98,Quezon City,Metro Manila,National Capital Region,E2020-344
9-5-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-345
9-8-2020,Food/Drinks,Survival,100,Quezon City,Metro Manila,National Capital Region,E2020-346
9-9-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-347
9-10-2020,Food/Drinks,Survival,40,Quezon City,Metro Manila,National Capital Region,E2020-348
9-10-2020,Food/Drinks,Survival,60,Quezon City,Metro Manila,National Capital Region,E2020-349
9-12-2020,Grocery,Survival,735.43,Quezon City,Metro Manila,National Capital Region,E2020-350
9-12-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-351
9-13-2020,Others,Unexpected,418,Quezon City,Metro Manila,National Capital Region,E2020-352
9-14-2020,Others,Unexpected,276,Quezon City,Metro Manila,National Capital Region,E2020-353
9-14-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-354
9-16-2020,Food/Drinks,Survival,100,Quezon City,Metro Manila,National Capital Region,E2020-355
9-17-2020,Food/Drinks,Survival,20,Quezon City,Metro Manila,National Capital Region,E2020-356
9-17-2020,Garbage,Obligation,20,Quezon City,Metro Manila,National Capital Region,E2020-357
9-18-2020,Food/Drinks,Survival,68,Quezon City,Metro Manila,National Capital Region,E2020-358
9-18-2020,Entertainment/Subscriptions,Optional,129,Quezon City,Metro Manila,National Capital Region,E2020-359
9-19-2020,Grocery,Survival,863.38,Quezon City,Metro Manila,National Capital Region,E2020-360
9-19-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-361
9-19-2020,Electricity/Water,Obligation,130.68,Quezon City,Metro Manila,National Capital Region,E2020-362
9-20-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-363
9-24-2020,Food/Drinks,Survival,20,Quezon City,Metro Manila,National Capital Region,E2020-364
9-24-2020,Food/Drinks,Survival,140,Quezon City,Metro Manila,National Capital Region,E2020-365
9-24-2020,Garbage,Obligation,10,Quezon City,Metro Manila,National Capital Region,E2020-366
9-24-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-367
9-25-2020,Eating/Going Out,Optional,118,Quezon City,Metro Manila,National Capital Region,E2020-368
9-25-2020,Grocery,Survival,600,Quezon City,Metro Manila,National Capital Region,E2020-369
9-25-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-370
9-26-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-371
9-29-2020,Food/Drinks,Survival,130,Quezon City,Metro Manila,National Capital Region,E2020-372
9-29-2020,Phone/Internet,Optional,50,Quezon City,Metro Manila,National Capital Region,E2020-373
10-1-2020,Food/Drinks,Survival,78,Quezon City,Metro Manila,National Capital Region,E2020-374
10-2-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-375
10-2-2020,Grocery,Survival,125,Quezon City,Metro Manila,National Capital Region,E2020-376
10-2-2020,Grocery,Survival,756.78,Quezon City,Metro Manila,National Capital Region,E2020-377
10-2-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-378
10-3-2020,Phone/Internet,Optional,199,Quezon City,Metro Manila,National Capital Region,E2020-379
10-8-2020,Food/Drinks,Survival,96,Quezon City,Metro Manila,National Capital Region,E2020-380
10-8-2020,Food/Drinks,Survival,20,Quezon City,Metro Manila,National Capital Region,E2020-381
10-8-2020,Food/Drinks,Survival,16,Quezon City,Metro Manila,National Capital Region,E2020-382
10-9-2020,Grocery,Survival,883.18,Quezon City,Metro Manila,National Capital Region,E2020-383
10-9-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-384
10-9-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-385
10-13-2020,Food/Drinks,Survival,85,Quezon City,Metro Manila,National Capital Region,E2020-386
10-15-2020,Garbage,Obligation,20,Quezon City,Metro Manila,National Capital Region,E2020-387
10-15-2020,Food/Drinks,Survival,48,Quezon City,Metro Manila,National Capital Region,E2020-388
10-16-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-389
10-16-2020,Grocery,Survival,489.6,Quezon City,Metro Manila,National Capital Region,E2020-390
10-16-2020,Grocery,Survival,135,Quezon City,Metro Manila,National Capital Region,E2020-391
10-16-2020,Food/Drinks,Survival,96,Quezon City,Metro Manila,National Capital Region,E2020-392
10-16-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-393
10-16-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-394
10-22-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-395
10-23-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-396
10-23-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-397
10-23-2020,Grocery,Survival,649.88,Quezon City,Metro Manila,National Capital Region,E2020-398
10-23-2020,Home,Obligation,800,Quezon City,Metro Manila,National Capital Region,E2020-399
10-25-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-400
10-25-2020,Electricity/Water,Obligation,130.68,Quezon City,Metro Manila,National Capital Region,E2020-401
10-29-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-402
10-29-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-403
10-30-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-404
10-30-2020,Grocery,Survival,684.1,Quezon City,Metro Manila,National Capital Region,E2020-405
10-30-2020,Food/Drinks,Survival,96,Quezon City,Metro Manila,National Capital Region,E2020-406
10-30-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-407
10-30-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-408
11-3-2020,Clothing/Shoes/Personal Items,Optional,945.45,Quezon City,Metro Manila,National Capital Region,E2020-409
11-4-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-410
11-5-2020,Food/Drinks,Survival,27,Quezon City,Metro Manila,National Capital Region,E2020-411
11-6-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-412
11-6-2020,Grocery,Survival,695.68,Quezon City,Metro Manila,National Capital Region,E2020-413
11-6-2020,Food/Drinks,Survival,96,Quezon City,Metro Manila,National Capital Region,E2020-414
11-6-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-415
11-8-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-416
11-11-2020,Clothing/Shoes/Personal Items,Optional,1931.35,Quezon City,Metro Manila,National Capital Region,E2020-417
11-13-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-418
11-13-2020,Grocery,Survival,759.05,Quezon City,Metro Manila,National Capital Region,E2020-419
11-13-2020,Food/Drinks,Survival,96,Quezon City,Metro Manila,National Capital Region,E2020-420
11-13-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-421
11-14-2020,Electricity/Water,Obligation,448.5,Quezon City,Metro Manila,National Capital Region,E2020-422
11-15-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-423
11-17-2020,Food/Drinks,Survival,84,Quezon City,Metro Manila,National Capital Region,E2020-424
11-19-2020,Food/Drinks,Survival,34,Quezon City,Metro Manila,National Capital Region,E2020-425
11-20-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-426
11-20-2020,Grocery,Survival,690.41,Quezon City,Metro Manila,National Capital Region,E2020-427
11-22-2020,Entertainment/Subscriptions,Optional,149,Quezon City,Metro Manila,National Capital Region,E2020-428
11-22-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-429
11-24-2020,Food/Drinks,Survival,93,Quezon City,Metro Manila,National Capital Region,E2020-430
11-27-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-431
11-27-2020,Grocery,Survival,611.12,Quezon City,Metro Manila,National Capital Region,E2020-432
11-27-2020,Food/Drinks,Survival,96,Quezon City,Metro Manila,National Capital Region,E2020-433
11-27-2020,Bank fees,Obligation,380,Quezon City,Metro Manila,National Capital Region,E2020-434
11-28-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-435
11-28-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-436
11-28-2020,Clothing/Shoes/Personal Items,Optional,2128.82,Quezon City,Metro Manila,National Capital Region,E2020-437
11-30-2020,Electricity/Water,Obligation,130.68,Quezon City,Metro Manila,National Capital Region,E2020-438
12-1-2020,Food/Drinks,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-439
12-4-2020,Transportation,Survival,35,Quezon City,Metro Manila,National Capital Region,E2020-440
12-4-2020,Hair Cut,Optional,60,Quezon City,Metro Manila,National Capital Region,E2020-441
12-4-2020,Grocery,Survival,557.9,Quezon City,Metro Manila,National Capital Region,E2020-442
12-5-2020,Food/Drinks,Survival,96,Quezon City,Metro Manila,National Capital Region,E2020-443
12-5-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-444
12-8-2020,Food/Drinks,Survival,100,Quezon City,Metro Manila,National Capital Region,E2020-445
12-9-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-446
12-11-2020,Grocery,Survival,789.77,Quezon City,Metro Manila,National Capital Region,E2020-447
12-11-2020,Transportation,Survival,30,Quezon City,Metro Manila,National Capital Region,E2020-448
12-11-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-449
12-12-2020,Clothing/Shoes/Personal Items,Optional,773.09,Quezon City,Metro Manila,National Capital Region,E2020-450
12-12-2020,Transportation,Survival,179,Quezon City,Metro Manila,National Capital Region,E2020-451
12-12-2020,Food/Drinks,Optional,165,Quezon City,Metro Manila,National Capital Region,E2020-452
12-15-2020,Food/Drinks,Survival,65,Quezon City,Metro Manila,National Capital Region,E2020-453
12-16-2020,Electricity/Water,Obligation,330,Quezon City,Metro Manila,National Capital Region,E2020-454
12-17-2020,Garbage,Obligation,20,Quezon City,Metro Manila,National Capital Region,E2020-455
12-18-2020,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2020-456
12-18-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-457
12-18-2020,Grocery,Survival,777.05,Quezon City,Metro Manila,National Capital Region,E2020-458
12-20-2020,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2020-459
12-22-2020,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2020-460
12-22-2020,Food/Drinks,Survival,90,Quezon City,Metro Manila,National Capital Region,E2020-461
12-23-2020,Electricity/Water,Obligation,130.68,Quezon City,Metro Manila,National Capital Region,E2020-462
12-23-2020,Entertainment/Subscriptions,Optional,1250,Quezon City,Metro Manila,National Capital Region,E2020-463
12-24-2020,Garbage,Obligation,10,Quezon City,Metro Manila,National Capital Region,E2020-464
12-24-2020,Others,Unexpected,100,Quezon City,Metro Manila,National Capital Region,E2020-465
12-25-2020,Grocery,Survival,1000,Quezon City,Metro Manila,National Capital Region,E2020-466
12-25-2020,Magazines/Newspapers/Books,Optional,400,Quezon City,Metro Manila,National Capital Region,E2020-467
12-25-2020,Transportation,Survival,100,Quezon City,Metro Manila,National Capital Region,E2020-468
12-29-2020,Phone/Internet,Optional,70,Quezon City,Metro Manila,National Capital Region,E2020-469
12-29-2020,Food/Drinks,Survival,72,Quezon City,Metro Manila,National Capital Region,E2020-470
12-29-2020,Debt repayment,Obligation,1670,Makati City,Metro Manila,National Capital Region,E2021-1
12-29-2020,Debt repayment,Obligation,1130,Quezon City,Metro Manila,National Capital Region,E2021-2
12-30-2020,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2021-3
12-31-2020,Garbage,Obligation,10,Quezon City,Metro Manila,National Capital Region,E2021-4
1-1-2021,Apartment,Obligation,1000,Quezon City,Metro Manila,National Capital Region,E2021-5
1-2-2021,Phone/Internet,Obligation,90,Quezon City,Metro Manila,National Capital Region,E2021-6
1-4-2021,Food/Drinks,Survival,94,Quezon City,Metro Manila,National Capital Region,E2021-7
1-5-2021,Grocery,Survival,443.7,Quezon City,Metro Manila,National Capital Region,E2021-8
1-5-2021,Magazines/Newspapers/Books,Optional,207.75,Quezon City,Metro Manila,National Capital Region,E2021-9
1-5-2021,Transportation,Survival,75,Quezon City,Metro Manila,National Capital Region,E2021-10
1-7-2021,Garbage,Obligation,10,Quezon City,Metro Manila,National Capital Region,E2021-11
1-8-2021,Grocery,Survival,720,Quezon City,Metro Manila,National Capital Region,E2021-12
1-8-2021,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2021-13
1-8-2021,Bank fees,Obligation,15,Quezon City,Metro Manila,National Capital Region,E2021-14
1-9-2021,Phone/Internet,Optional,100,Quezon City,Metro Manila,National Capital Region,E2021-15
1-10-2021,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2021-16
1-12-2021,Transportation,Survival,80,Quezon City,Metro Manila,National Capital Region,E2021-17
1-13-2021,Electricity/Water,Obligation,500,Quezon City,Metro Manila,National Capital Region,E2021-18
1-13-2021,Food/Drinks,Survival,95,Quezon City,Metro Manila,National Capital Region,E2021-19
1-15-2021,Debt repayment,Obligation,1670,Makati City,Metro Manila,National Capital Region,E2021-20
1-15-2021,Grocery,Survival,792.06,Quezon City,Metro Manila,National Capital Region,E2021-21
1-15-2021,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2021-22
1-15-2021,Bank fees,Unexpected,5,Quezon City,Metro Manila,National Capital Region,E2021-23
1-16-2021,Food/Drinks,Survival,100,Quezon City,Metro Manila,National Capital Region,E2021-24
1-16-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-25
1-17-2021,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2021-26
1-18-2021,Phone/Internet,Unexpected,50,Quezon City,Metro Manila,National Capital Region,E2021-27
1-19-2021,Pension Fund,Obligation,1200,Makati City,Metro Manila,National Capital Region,E2021-28
1-21-2021,Debt repayment,Obligation,8.03,Quezon City,Metro Manila,National Capital Region,E2021-29
1-22-2021,Grocery,Survival,572.25,Quezon City,Metro Manila,National Capital Region,E2021-30
1-22-2021,Electricity/Water,Obligation,130.65,Quezon City,Metro Manila,National Capital Region,E2021-31
1-22-2021,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2021-32
1-23-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-33
1-24-2021,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2021-34
1-25-2021,Food/Drinks,Survival,110,Quezon City,Metro Manila,National Capital Region,E2021-35
1-27-2021,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2021-36
1-28-2021,Food/Drinks,Survival,140,Quezon City,Metro Manila,National Capital Region,E2021-37
1-28-2021,Garbage,Obligation,30,Quezon City,Metro Manila,National Capital Region,E2021-38
1-29-2021,Debt repayment,Obligation,1670,Makati City,Metro Manila,National Capital Region,E2021-39
1-29-2021,Debt repayment,Obligation,1130,Quezon City,Metro Manila,National Capital Region,E2021-40
1-29-2021,Grocery,Survival,657.3,Quezon City,Metro Manila,National Capital Region,E2021-41
1-29-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-42
1-29-2021,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2021-43
1-30-2021,Hair Cut,Optional,60,Quezon City,Metro Manila,National Capital Region,E2021-44
1-30-2021,Transportation,Survival,35,Quezon City,Metro Manila,National Capital Region,E2021-45
1-31-2021,Apartment,Obligation,1000,Quezon City,Metro Manila,National Capital Region,E2021-46
2-1-2021,Food/Drinks,Survival,100,Quezon City,Metro Manila,National Capital Region,E2021-47
2-2-2021,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2021-48
2-3-2021,Food/Drinks,Survival,96,Pontevedra,Capiz,Western Visayas,E2021-49
2-3-2021,Phone/Internet,Optional,60,Quezon City,Metro Manila,National Capital Region,E2021-50
2-3-2021,Garbage,Obligation,10,Quezon City,Metro Manila,National Capital Region,E2021-51
2-5-2021,Grocery,Survival,361.5,Quezon City,Metro Manila,National Capital Region,E2021-52
2-5-2021,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2021-53
2-8-2021,Food/Drinks,Survival,43,Quezon City,Metro Manila,National Capital Region,E2021-54
2-8-2021,Transportation,Survival,35,Quezon City,Metro Manila,National Capital Region,E2021-55
2-10-2021,Food/Drinks,Survival,190,Quezon City,Metro Manila,National Capital Region,E2021-56
2-10-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-57
2-11-2021,Garbage,Obligation,10,Quezon City,Metro Manila,National Capital Region,E2021-58
2-12-2021,Debt repayment,Obligation,1670,Makati City,Metro Manila,National Capital Region,E2021-59
2-12-2021,Grocery,Survival,379.93,Quezon City,Metro Manila,National Capital Region,E2021-60
2-12-2021,Eating/Going Out,Optional,126,Quezon City,Metro Manila,National Capital Region,E2021-61
2-12-2021,Eating/Going Out,Optional,92,Quezon City,Metro Manila,National Capital Region,E2021-62
2-12-2021,Transportation,Survival,35,Quezon City,Metro Manila,National Capital Region,E2021-63
2-12-2021,Transportation,Survival,35,Quezon City,Metro Manila,National Capital Region,E2021-64
2-13-2021,Bank fees,Unexpected,15,Quezon City,Metro Manila,National Capital Region,E2021-65
2-14-2021,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2021-66
2-15-2021,Pension Fund,Obligation,1200,Makati City,Metro Manila,National Capital Region,E2021-67
2-17-2021,Food/Drinks,Survival,76,Quezon City,Metro Manila,National Capital Region,E2021-68
2-18-2021,Phone/Internet,Optional,100,Quezon City,Metro Manila,National Capital Region,E2021-69
2-18-2021,Garbage,Obligation,10,Quezon City,Metro Manila,National Capital Region,E2021-70
2-19-2021,Grocery,Survival,328.29,Quezon City,Metro Manila,National Capital Region,E2021-71
2-19-2021,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2021-72
2-19-2021,Food/Drinks,Optional,3,Quezon City,Metro Manila,National Capital Region,E2021-73
2-22-2021,Electricity/Water,Obligation,130.63,Quezon City,Metro Manila,National Capital Region,E2021-74
2-22-2021,Food/Drinks,Survival,96,Quezon City,Metro Manila,National Capital Region,E2021-75
2-22-2021,Food/Drinks,Survival,30,Quezon City,Metro Manila,National Capital Region,E2021-76
2-24-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-77
2-24-2021,Food/Drinks,Survival,89,Quezon City,Metro Manila,National Capital Region,E2021-78
2-24-2021,Debt repayment,Obligation,1.52,Quezon City,Metro Manila,National Capital Region,E2021-79
2-25-2021,Food/Drinks,Obligation,32,Quezon City,Metro Manila,National Capital Region,E2021-80
2-26-2021,Debt repayment,Obligation,1670,Makati City,Metro Manila,National Capital Region,E2021-81
2-26-2021,Grocery,Survival,669.53,Quezon City,Metro Manila,National Capital Region,E2021-82
2-26-2021,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2021-83
2-26-2021,Bank fees,Obligation,15,Quezon City,Metro Manila,National Capital Region,E2021-84
2-27-2021,Home,Obligation,3200,Pontevedra,Capiz,Western Visayas,E2021-85
2-27-2021,Food/Drinks,Survival,99,Quezon City,Metro Manila,National Capital Region,E2021-86
2-28-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-87
3-1-2021,Debt repayment,Obligation,1130,Quezon City,Metro Manila,National Capital Region,E2021-88
3-2-2021,Apartment,Obligation,1000,Quezon City,Metro Manila,National Capital Region,E2021-89
3-3-2021,Food/Drinks,Optional,73,Quezon City,Metro Manila,National Capital Region,E2021-90
3-4-2021,Garbage,Obligation,20,Quezon City,Metro Manila,National Capital Region,E2021-91
3-5-2021,Grocery,Survival,654.44,Quezon City,Metro Manila,National Capital Region,E2021-92
3-5-2021,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2021-93
3-6-2021,Home,Optional,1000,Pontevedra,Capiz,Western Visayas,E2021-94
3-7-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-95
3-8-2021,Food/Drinks,Optional,23,Quezon City,Metro Manila,National Capital Region,E2021-96
3-9-2021,Grocery,Survival,638.28,Quezon City,Metro Manila,National Capital Region,E2021-97
3-9-2021,Magazines/Newspapers/Books,Optional,305,Quezon City,Metro Manila,National Capital Region,E2021-98
3-9-2021,Transportation,Survival,80,Quezon City,Metro Manila,National Capital Region,E2021-99
3-13-2021,Food/Drinks,Survival,128,Quezon City,Metro Manila,National Capital Region,E2021-100
3-14-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-101
3-15-2021,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2021-102
3-15-2021,Debt repayment,Obligation,1670,Makati City,Metro Manila,National Capital Region,E2021-103
3-15-2021,Pension Fund,Obligation,1300,Makati City,Metro Manila,National Capital Region,E2021-104
3-16-2021,Grocery,Survival,699.45,Quezon City,Metro Manila,National Capital Region,E2021-105
3-16-2021,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2021-106
3-19-2021,Food/Drinks,Optional,30,Quezon City,Metro Manila,National Capital Region,E2021-107
3-20-2021,Home,Unexpected,10000,Roxas City,Capiz,Western Visayas,E2021-108
3-20-2021,Electricity/Water,Obligation,510,Quezon City,Metro Manila,National Capital Region,E2021-109
3-20-2021,Food/Drinks,Survival,108,Quezon City,Metro Manila,National Capital Region,E2021-110
3-20-2021,Home,Unexpected,90,Roxas City,Capiz,Western Visayas,E2021-111
3-20-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-112
3-21-2021,Home,Unexpected,5000,Roxas City,Capiz,Western Visayas,E2021-113
3-22-2021,Electricity/Water,Obligation,130.63,Quezon City,Metro Manila,National Capital Region,E2021-114
3-22-2021,Food/Drinks,Survival,34,Quezon City,Metro Manila,National Capital Region,E2021-115
3-22-2021,Debt repayment,Obligation,18.81,Quezon City,Metro Manila,National Capital Region,E2021-116
3-23-2021,Grocery,Survival,617.83,Quezon City,Metro Manila,National Capital Region,E2021-117
3-23-2021,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2021-118
3-24-2021,Home,Unexpected,5000,Roxas City,Capiz,Western Visayas,E2021-119
3-28-2021,Food/Drinks,Survival,92,Quezon City,Metro Manila,National Capital Region,E2021-120
3-28-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-121
3-30-2021,Home,Obligation,3000,Pontevedra,Capiz,Western Visayas,E2021-122
3-30-2021,Debt repayment,Obligation,1670,Makati City,Metro Manila,National Capital Region,E2021-123
3-30-2021,Debt repayment,Obligation,1130,Quezon City,Metro Manila,National Capital Region,E2021-124
3-30-2021,Grocery,Survival,470.64,Quezon City,Metro Manila,National Capital Region,E2021-125
3-30-2021,Home,Obligation,300,Pontevedra,Capiz,Western Visayas,E2021-126
3-30-2021,Transportation,Survival,70,Quezon City,Metro Manila,National Capital Region,E2021-127
3-30-2021,Bank fees,Optional,15,Quezon City,Metro Manila,National Capital Region,E2021-128
3-31-2021,Food/Drinks,Survival,95,Quezon City,Metro Manila,National Capital Region,E2021-129
4-3-2021,Phone/Internet,Optional,90,Quezon City,Metro Manila,National Capital Region,E2021-130
4-3-2021,Food/Drinks,Survival,80,Quezon City,Metro Manila,National Capital Region,E2021-131
4-4-2021,Food/Drinks,Optional,49,Quezon City,Metro Manila,National Capital Region,E2021-132
4-5-2021,Others,Unexpected,2000,Pontevedra,Capiz,Western Visayas,E2021-133
